# y+ ()        
# Time         	patch          	min            	max            	average        
6.1            	stlSurface	1.82815200e+02	1.35882451e+03	5.84413943e+02
6.1            	back	6.60657241e+01	2.85436135e+03	4.92401163e+02
6.1            	bottom	2.03255828e+02	2.47255023e+03	1.41008967e+03
6.1            	top	0.00000000e+00	1.58229906e+02	3.02007869e+01
6.1            	front	6.56911413e+01	2.81128108e+03	4.88340523e+02
6.12           	left	9.15818218e+01	3.86199634e+03	7.95168218e+02
6.12           	right	6.58805143e+01	1.02439779e+03	2.71777208e+02
6.12           	stlSurface	1.89059602e+02	1.35017917e+03	5.81363188e+02
6.12           	back	6.57291987e+01	2.81649339e+03	4.90077936e+02
6.12           	bottom	2.10198419e+02	2.42760584e+03	1.40324927e+03
6.12           	top	0.00000000e+00	2.12976566e+02	3.02754909e+01
6.12           	front	6.54456498e+01	2.77218411e+03	4.86095703e+02
6.14           	left	9.17520086e+01	3.80371229e+03	7.87423720e+02
6.14           	right	6.56471390e+01	1.02295298e+03	2.69230700e+02
6.14           	stlSurface	1.94828307e+02	1.34025804e+03	5.78139723e+02
6.14           	back	6.52698135e+01	2.80187063e+03	4.86680747e+02
6.14           	bottom	2.16612125e+02	2.38373423e+03	1.39636873e+03
6.14           	top	0.00000000e+00	2.56036323e+02	3.10117228e+01
6.14           	front	6.52138149e+01	2.76283223e+03	4.82556171e+02
6.16           	left	9.19844303e+01	3.61242647e+03	7.83190340e+02
6.16           	right	6.51507747e+01	1.02422787e+03	2.67139533e+02
6.16           	stlSurface	1.99621236e+02	1.32888989e+03	5.74840449e+02
6.16           	back	6.47207271e+01	2.80871072e+03	4.85370516e+02
6.16           	bottom	2.21940953e+02	2.34102990e+03	1.38940321e+03
6.16           	top	0.00000000e+00	2.50640727e+02	3.30108710e+01
6.16           	front	6.49946467e+01	2.77194446e+03	4.81245116e+02
6.18           	left	9.23072355e+01	3.40942366e+03	7.74117332e+02
6.18           	right	6.46233053e+01	1.02584236e+03	2.65461259e+02
6.18           	stlSurface	2.03850860e+02	1.31599459e+03	5.71650228e+02
6.18           	back	6.41967394e+01	2.80498108e+03	4.83328946e+02
6.18           	bottom	2.26643493e+02	2.29958629e+03	1.38231135e+03
6.18           	top	0.00000000e+00	2.71323449e+02	3.47070560e+01
6.18           	front	6.47857656e+01	2.76992505e+03	4.78981175e+02
6.2            	left	9.27415322e+01	3.34051781e+03	7.60407533e+02
6.2            	right	6.41279711e+01	1.02698155e+03	2.63933498e+02
6.2            	stlSurface	2.07226896e+02	1.30161166e+03	5.68640673e+02
6.2            	back	6.37046747e+01	2.81613385e+03	4.81197517e+02
6.2            	bottom	2.30361746e+02	2.25948419e+03	1.37506655e+03
6.2            	top	0.00000000e+00	2.83887431e+02	3.78757749e+01
6.2            	front	6.44746339e+01	2.77483373e+03	4.76696354e+02
6.22           	left	9.33211935e+01	3.32014901e+03	7.43028296e+02
6.22           	right	6.36683745e+01	1.02736923e+03	2.62425601e+02
6.22           	stlSurface	2.08782753e+02	1.28592302e+03	5.65686617e+02
6.22           	back	6.32481119e+01	2.82501576e+03	4.79865766e+02
6.22           	bottom	2.32091300e+02	2.22078929e+03	1.36766120e+03
6.22           	top	0.00000000e+00	2.83598814e+02	3.93801181e+01
6.22           	front	6.41430173e+01	2.78654560e+03	4.75476978e+02
6.24           	left	9.40743796e+01	3.34654859e+03	7.38556411e+02
6.24           	right	6.32446124e+01	1.02699355e+03	2.60917616e+02
6.24           	stlSurface	2.10207287e+02	1.26880599e+03	5.62521523e+02
6.24           	back	6.28271469e+01	2.82231043e+03	4.77786740e+02
6.24           	bottom	2.33651434e+02	2.19862728e+03	1.36009301e+03
6.24           	top	0.00000000e+00	2.64716527e+02	3.94825867e+01
6.24           	front	6.38158225e+01	2.78635722e+03	4.73645994e+02
6.26           	left	9.50420037e+01	3.38877739e+03	7.51408243e+02
6.26           	right	6.28547356e+01	1.02590069e+03	2.59386208e+02
6.26           	stlSurface	2.11426141e+02	1.24991196e+03	5.59054022e+02
6.26           	back	6.24398436e+01	2.80400683e+03	4.75900700e+02
6.26           	bottom	2.35006225e+02	2.18508329e+03	1.35237914e+03
6.26           	top	0.00000000e+00	2.85006906e+02	4.10137614e+01
6.26           	front	6.34930151e+01	2.76985689e+03	4.71804383e+02
6.28           	left	9.62392799e+01	3.44763271e+03	7.64630777e+02
6.28           	right	6.18644643e+01	1.02415504e+03	2.57869638e+02
6.28           	stlSurface	2.11702500e+02	1.22931908e+03	5.55223379e+02
6.28           	back	6.14559054e+01	2.76533099e+03	4.74205578e+02
6.28           	bottom	2.34988693e+02	2.17154754e+03	1.34455816e+03
6.28           	top	0.00000000e+00	2.76005425e+02	4.00311754e+01
6.28           	front	6.31745816e+01	2.73183685e+03	4.70009944e+02
6.3            	left	9.76685681e+01	3.51386401e+03	7.73775341e+02
6.3            	right	6.18758707e+01	1.02183482e+03	2.56342253e+02
6.3            	stlSurface	2.10463794e+02	1.20737314e+03	5.50951552e+02
6.3            	back	6.14672365e+01	2.75131444e+03	4.72359023e+02
6.3            	bottom	2.33613736e+02	2.15802547e+03	1.33666634e+03
6.3            	top	0.00000000e+00	2.63462159e+02	4.14364723e+01
6.3            	front	6.28605033e+01	2.71773994e+03	4.68160362e+02
6.32           	left	9.93305080e+01	3.56757250e+03	7.80997147e+02
6.32           	right	6.18182087e+01	1.01901412e+03	2.54761251e+02
6.32           	stlSurface	2.09149550e+02	1.18506037e+03	5.46029538e+02
6.32           	back	6.14099553e+01	2.72747736e+03	4.71263888e+02
6.32           	bottom	2.32154932e+02	2.14454227e+03	1.32875087e+03
6.32           	top	0.00000000e+00	2.43413086e+02	4.02635674e+01
6.32           	front	6.25507269e+01	2.69595523e+03	4.66787106e+02
6.34           	left	1.01203295e+02	3.58947604e+03	7.90256746e+02
6.34           	right	5.71556923e+01	1.01576117e+03	2.53213683e+02
6.34           	stlSurface	2.07764930e+02	1.16492669e+03	5.40474203e+02
6.34           	back	6.11240056e+01	2.68457960e+03	4.69471804e+02
6.34           	bottom	2.30618011e+02	2.13145352e+03	1.32084791e+03
6.34           	top	0.00000000e+00	2.27537234e+02	4.12191719e+01
6.34           	front	5.67782307e+01	2.65374081e+03	4.64992402e+02
6.36           	left	1.03263368e+02	3.58753507e+03	8.05897133e+02
6.36           	right	5.68403330e+01	1.01214098e+03	2.51943326e+02
6.36           	stlSurface	2.06319863e+02	1.14937224e+03	5.34587833e+02
6.36           	back	6.08474020e+01	2.78417377e+03	4.68611201e+02
6.36           	bottom	2.29013994e+02	2.11814115e+03	1.31299853e+03
6.36           	top	0.00000000e+00	2.16638285e+02	4.14403388e+01
6.36           	front	5.64649540e+01	2.70986745e+03	4.63857217e+02
6.38           	left	1.05467488e+02	3.55411847e+03	8.28367425e+02
6.38           	right	5.65167492e+01	1.00820905e+03	2.50682915e+02
6.38           	stlSurface	2.04827997e+02	1.13850215e+03	5.28624520e+02
6.38           	back	6.06136255e+01	2.83559512e+03	4.66394984e+02
6.38           	bottom	2.27358031e+02	2.10458361e+03	1.30524745e+03
6.38           	top	0.00000000e+00	2.09615732e+02	4.07384462e+01
6.38           	front	5.61435072e+01	2.76209220e+03	4.61954397e+02
6.4            	left	1.07767643e+02	3.49596914e+03	8.30930017e+02
6.4            	right	5.61978663e+01	1.00400959e+03	2.49432520e+02
6.4            	stlSurface	2.03300816e+02	1.12969420e+03	5.23171897e+02
6.4            	back	6.03843735e+01	2.88938585e+03	4.66248893e+02
6.4            	bottom	2.25662867e+02	2.09075530e+03	1.29764154e+03
6.4            	top	0.00000000e+00	2.05325074e+02	4.08017045e+01
6.4            	front	5.58267302e+01	2.81794872e+03	4.61680210e+02
6.42           	left	1.10115007e+02	3.42381158e+03	8.23422957e+02
6.42           	right	5.58890925e+01	9.99499739e+02	2.48192099e+02
6.42           	stlSurface	2.01749024e+02	1.13090942e+03	5.18614986e+02
6.42           	back	6.01415667e+01	2.97018830e+03	4.64498496e+02
6.42           	bottom	2.23940386e+02	2.07662839e+03	1.29020798e+03
6.42           	top	0.00000000e+00	2.02798208e+02	4.00139070e+01
6.42           	front	5.55199955e+01	2.89784442e+03	4.59650213e+02
6.44           	left	1.12455728e+02	3.34644832e+03	8.12923716e+02
6.44           	right	5.55932881e+01	9.94712907e+02	2.46961557e+02
6.44           	stlSurface	2.00179786e+02	1.13549374e+03	5.14705106e+02
6.44           	back	5.97930780e+01	3.00986751e+03	4.64046646e+02
6.44           	bottom	2.22198539e+02	2.06217501e+03	1.28296047e+03
6.44           	top	0.00000000e+00	2.01251216e+02	3.97993445e+01
6.44           	front	5.52261447e+01	2.93770545e+03	4.59302024e+02
6.46           	left	1.14743172e+02	3.28313740e+03	8.08144274e+02
6.46           	right	5.53111469e+01	9.89703150e+02	2.45741039e+02
6.46           	stlSurface	1.98595757e+02	1.14436898e+03	5.11063019e+02
6.46           	back	5.94444846e+01	3.04126993e+03	4.62621172e+02
6.46           	bottom	2.20440275e+02	2.04737314e+03	1.27590620e+03
6.46           	top	0.00000000e+00	2.00165255e+02	4.01838440e+01
6.46           	front	5.49458668e+01	2.97622471e+03	4.58068395e+02
6.48           	left	1.16937177e+02	3.22429823e+03	8.11871076e+02
6.48           	right	5.50407963e+01	9.84517625e+02	2.44530833e+02
6.48           	stlSurface	1.96996796e+02	1.14976876e+03	5.07524314e+02
6.48           	back	5.90995409e+01	3.09247067e+03	4.61288167e+02
6.48           	bottom	2.18665437e+02	2.05087537e+03	1.26904010e+03
6.48           	top	0.00000000e+00	2.49015877e+02	3.96167482e+01
6.48           	front	5.46773016e+01	3.02584835e+03	4.56652143e+02
6.5            	left	1.19004191e+02	3.15905837e+03	8.10576584e+02
6.5            	right	5.47796152e+01	9.79196952e+02	2.43330886e+02
6.5            	stlSurface	1.95368633e+02	1.14882984e+03	5.04110251e+02
6.5            	back	5.87604469e+01	3.11631502e+03	4.59978608e+02
6.5            	bottom	2.16858184e+02	2.06842160e+03	1.26236097e+03
6.5            	top	0.00000000e+00	2.33936888e+02	3.95468113e+01
6.5            	front	5.44178453e+01	3.05000910e+03	4.55264441e+02
6.52           	left	1.20920114e+02	3.09085581e+03	8.05125451e+02
6.52           	right	5.45247550e+01	9.73774306e+02	2.42141232e+02
6.52           	stlSurface	1.93696475e+02	1.14305837e+03	5.00975359e+02
6.52           	back	5.84281875e+01	3.11486673e+03	4.58853809e+02
6.52           	bottom	2.15002098e+02	2.08598765e+03	1.25587711e+03
6.52           	top	0.00000000e+00	2.22936686e+02	3.87187562e+01
6.52           	front	5.41646682e+01	3.04921683e+03	4.54476148e+02
6.54           	left	1.20657803e+02	3.02306115e+03	7.97173163e+02
6.54           	right	5.42732563e+01	9.68277783e+02	2.40961813e+02
6.54           	stlSurface	1.91957423e+02	1.13582319e+03	4.98317236e+02
6.54           	back	5.81021387e+01	3.12910995e+03	4.56973897e+02
6.54           	bottom	2.13071758e+02	2.10294425e+03	1.24958232e+03
6.54           	top	0.00000000e+00	2.14611637e+02	3.84826384e+01
6.54           	front	5.39148305e+01	3.06967837e+03	4.52591401e+02
6.56           	left	1.19320561e+02	2.95640425e+03	7.87713103e+02
6.56           	right	5.40221086e+01	9.62733109e+02	2.39792489e+02
6.56           	stlSurface	1.90128402e+02	1.13014601e+03	4.96301321e+02
6.56           	back	5.77809550e+01	3.10319111e+03	4.55295328e+02
6.56           	bottom	2.11041555e+02	2.11875862e+03	1.24345701e+03
6.56           	top	0.00000000e+00	2.07937142e+02	3.73823092e+01
6.56           	front	5.36653414e+01	3.03814624e+03	4.50827470e+02
6.58           	left	1.18020969e+02	2.89167878e+03	7.77466421e+02
6.58           	right	5.37684665e+01	9.59453987e+02	2.38633011e+02
6.58           	stlSurface	1.88181112e+02	1.12782601e+03	4.94984134e+02
6.58           	back	5.74608120e+01	3.07023573e+03	4.53755051e+02
6.58           	bottom	2.08880073e+02	2.13297151e+03	1.23748215e+03
6.58           	top	0.00000000e+00	2.02190823e+02	3.74097995e+01
6.58           	front	5.34133744e+01	3.01745945e+03	4.49616763e+02
6.6            	left	1.16752543e+02	2.82922311e+03	7.66881021e+02
6.6            	right	5.35099528e+01	9.58603328e+02	2.37483321e+02
6.6            	stlSurface	1.86097013e+02	1.12918295e+03	4.94332748e+02
6.6            	back	5.71420155e+01	3.00070345e+03	4.51421631e+02
6.6            	bottom	2.06566733e+02	2.14524251e+03	1.23164903e+03
6.6            	top	0.00000000e+00	1.97016161e+02	3.64461420e+01
6.6            	front	5.31565679e+01	2.93807788e+03	4.47517708e+02
6.62           	left	1.15510609e+02	2.76921142e+03	7.56075119e+02
6.62           	right	5.32444153e+01	9.57709425e+02	2.36343137e+02
6.62           	stlSurface	1.83859614e+02	1.13360169e+03	4.94194223e+02
6.62           	back	5.68251340e+01	3.00427224e+03	4.49246324e+02
6.62           	bottom	2.04083232e+02	2.15528814e+03	1.22595649e+03
6.62           	top	0.00000000e+00	1.92119942e+02	3.62446163e+01
6.62           	front	5.28927841e+01	2.95867866e+03	4.44883477e+02
6.64           	left	1.14291168e+02	2.71216644e+03	7.44796476e+02
6.64           	right	5.29701701e+01	9.56753604e+02	2.35212125e+02
6.64           	stlSurface	1.81462278e+02	1.13980747e+03	4.94336224e+02
6.64           	back	5.65106204e+01	3.01832663e+03	4.47424530e+02
6.64           	bottom	2.01422201e+02	2.16287481e+03	1.22039976e+03
6.64           	top	0.00000000e+00	1.87332137e+02	3.50908657e+01
6.64           	front	5.26203500e+01	2.97325226e+03	4.43545369e+02
6.66           	left	1.13090930e+02	2.65862305e+03	7.32927226e+02
6.66           	right	5.26860617e+01	9.55703743e+02	2.34089976e+02
6.66           	stlSurface	1.78901891e+02	1.14648523e+03	4.94501596e+02
6.66           	back	5.61992578e+01	3.02076148e+03	4.44742180e+02
6.66           	bottom	1.98580185e+02	2.16781122e+03	1.21497679e+03
6.66           	top	0.00000000e+00	1.82590177e+02	3.54501492e+01
6.66           	front	5.23381179e+01	2.98215590e+03	4.40994862e+02
6.68           	left	1.11907599e+02	2.60985573e+03	7.20191378e+02
6.68           	right	5.23915442e+01	9.56025081e+02	2.32976187e+02
6.68           	stlSurface	1.76182807e+02	1.15255651e+03	4.94458762e+02
6.68           	back	5.58922588e+01	3.02145186e+03	4.41742861e+02
6.68           	bottom	1.95562016e+02	2.16994200e+03	1.20968402e+03
6.68           	top	0.00000000e+00	1.78146617e+02	3.41156051e+01
6.68           	front	5.20455454e+01	2.98300931e+03	4.38087101e+02
6.7            	left	1.10739162e+02	2.56666803e+03	7.06524344e+02
6.7            	right	5.20867065e+01	9.57019181e+02	2.31870025e+02
6.7            	stlSurface	1.73317876e+02	1.15727452e+03	4.94029527e+02
6.7            	back	5.55913685e+01	2.99857378e+03	4.39355565e+02
6.7            	bottom	1.92381957e+02	2.16914685e+03	1.20452585e+03
6.7            	top	0.00000000e+00	2.01415614e+02	3.39754248e+01
6.7            	front	5.17427209e+01	2.96513356e+03	4.35693232e+02
6.72           	left	1.09584064e+02	2.52899992e+03	6.87666422e+02
6.72           	right	5.17720991e+01	9.57593773e+02	2.30770961e+02
6.72           	stlSurface	1.70323243e+02	1.16016095e+03	4.93098342e+02
6.72           	back	5.52983993e+01	2.98497772e+03	4.36229723e+02
6.72           	bottom	1.89057930e+02	2.16536419e+03	1.19950656e+03
6.72           	top	0.00000000e+00	1.91417243e+02	3.25149632e+01
6.72           	front	5.14301911e+01	2.95182905e+03	4.32752843e+02
6.74           	left	1.08441161e+02	2.49612239e+03	6.61701759e+02
6.74           	right	5.14482957e+01	9.57743875e+02	2.29678239e+02
6.74           	stlSurface	1.67220144e+02	1.16103688e+03	4.91632189e+02
6.74           	back	5.50146058e+01	2.94297483e+03	4.33045162e+02
6.74           	bottom	1.85613505e+02	2.15860551e+03	1.19462655e+03
6.74           	top	0.00000000e+00	2.06991549e+02	3.23837963e+01
6.74           	front	5.11085262e+01	2.91353068e+03	4.29563576e+02
6.76           	left	1.07309946e+02	2.46393273e+03	6.54927468e+02
6.76           	right	5.11207696e+01	9.57460094e+02	2.28591204e+02
6.76           	stlSurface	1.64031850e+02	1.15971940e+03	4.89624861e+02
6.76           	back	5.47404129e+01	2.91352425e+03	4.30647466e+02
6.76           	bottom	1.82074516e+02	2.14891116e+03	1.18988820e+03
6.76           	top	0.00000000e+00	2.25758150e+02	3.22426397e+01
6.76           	front	5.07831632e+01	2.88350387e+03	4.27289970e+02
6.78           	left	1.06191119e+02	2.43056803e+03	6.48463210e+02
6.78           	right	5.07892702e+01	9.56738403e+02	2.27509328e+02
6.78           	stlSurface	1.60782246e+02	1.15623607e+03	4.87084775e+02
6.78           	back	5.44753845e+01	2.86034699e+03	4.28569792e+02
6.78           	bottom	1.78467472e+02	2.14017666e+03	1.18529796e+03
6.78           	top	0.00000000e+00	2.52343407e+02	3.10658889e+01
6.78           	front	5.04538530e+01	2.83262396e+03	4.25383200e+02
6.8            	left	1.05084902e+02	2.39426525e+03	6.42263702e+02
6.8            	right	5.04508807e+01	9.55576959e+02	2.26432231e+02
6.8            	stlSurface	1.57496356e+02	1.15086553e+03	4.84032607e+02
6.8            	back	5.42182247e+01	2.80996996e+03	4.26354355e+02
6.8            	bottom	1.74820150e+02	2.13496555e+03	1.18085422e+03
6.8            	top	0.00000000e+00	2.38558840e+02	3.05196500e+01
6.8            	front	5.01176982e+01	2.78140444e+03	4.23226703e+02
6.82           	left	1.03991756e+02	2.35303245e+03	6.36242527e+02
6.82           	right	5.01157687e+01	9.53965757e+02	2.25359619e+02
6.82           	stlSurface	1.54197897e+02	1.14400033e+03	4.80495532e+02
6.82           	back	5.39681687e+01	2.76412059e+03	4.24135756e+02
6.82           	bottom	1.71158878e+02	2.12694304e+03	1.17655990e+03
6.82           	top	0.00000000e+00	2.26186068e+02	2.95153376e+01
6.82           	front	4.97847993e+01	2.73415294e+03	4.21070659e+02
6.84           	left	1.02911930e+02	2.30497115e+03	6.30314072e+02
6.84           	right	4.97910929e+01	9.51896334e+02	2.24291312e+02
6.84           	stlSurface	1.50909767e+02	1.13583062e+03	4.76504986e+02
6.84           	back	5.37245046e+01	2.74860531e+03	4.23124337e+02
6.84           	bottom	1.67509070e+02	2.11632300e+03	1.17241295e+03
6.84           	top	0.00000000e+00	2.47339531e+02	2.96024169e+01
6.84           	front	4.94622677e+01	2.71918048e+03	4.20067707e+02
6.86           	left	1.01846007e+02	2.26626514e+03	6.24405772e+02
6.86           	right	4.94788286e+01	9.49378575e+02	2.23227182e+02
6.86           	stlSurface	1.47653281e+02	1.12625048e+03	4.72111562e+02
6.86           	back	5.34819193e+01	2.72858652e+03	4.21951007e+02
6.86           	bottom	1.63894388e+02	2.10335149e+03	1.16841900e+03
6.86           	top	0.00000000e+00	2.34472426e+02	2.89463402e+01
6.86           	front	4.91520657e+01	2.70331558e+03	4.18977210e+02
6.88           	left	1.00794708e+02	2.23921371e+03	6.18461350e+02
6.88           	right	4.91807531e+01	9.46439526e+02	2.22167192e+02
6.88           	stlSurface	1.44442623e+02	1.11550054e+03	4.67387764e+02
6.88           	back	5.32401955e+01	2.70771875e+03	4.20859028e+02
6.88           	bottom	1.60330573e+02	2.10854374e+03	1.16458001e+03
6.88           	top	0.00000000e+00	2.22855359e+02	2.87917993e+01
6.88           	front	4.88559587e+01	2.68302364e+03	4.17962593e+02
6.9            	left	9.97586543e+01	2.21201217e+03	6.12451805e+02
6.9            	right	4.88981162e+01	9.43113165e+02	2.21111217e+02
6.9            	stlSurface	1.41293851e+02	1.10369314e+03	4.62419316e+02
6.9            	back	5.30003584e+01	2.68009398e+03	4.20082113e+02
6.9            	bottom	1.56835453e+02	2.11928157e+03	1.16089875e+03
6.9            	top	0.00000000e+00	2.12304770e+02	2.78519584e+01
6.9            	front	4.85751883e+01	2.65601286e+03	4.17173222e+02
6.92           	left	9.87386559e+01	2.18477775e+03	6.06335970e+02
6.92           	right	4.86315747e+01	9.39432216e+02	2.20059275e+02
6.92           	stlSurface	1.38221866e+02	1.09117838e+03	4.57294512e+02
6.92           	back	5.27612528e+01	2.64904061e+03	4.19516291e+02
6.92           	bottom	1.53425565e+02	2.12727820e+03	1.15737822e+03
6.92           	top	0.00000000e+00	2.02512777e+02	2.75967650e+01
6.92           	front	4.83104071e+01	2.62721431e+03	4.16754366e+02
6.94           	left	9.77357254e+01	2.15753579e+03	6.00058065e+02
6.94           	right	4.83807599e+01	9.35453461e+02	2.19011506e+02
6.94           	stlSurface	1.35244550e+02	1.07813126e+03	4.52100536e+02
6.94           	back	5.25244915e+01	2.61929029e+03	4.18640553e+02
6.94           	bottom	1.50120759e+02	2.13269514e+03	1.15401717e+03
6.94           	top	0.00000000e+00	1.93253293e+02	2.72350395e+01
6.94           	front	4.80612487e+01	2.59797865e+03	4.15964751e+02
6.96           	left	9.67508252e+01	2.13028345e+03	5.93557481e+02
6.96           	right	4.81427579e+01	9.31201687e+02	2.17967996e+02
6.96           	stlSurface	1.32372624e+02	1.06466356e+03	4.46926830e+02
6.96           	back	5.22913083e+01	2.58507210e+03	4.17771630e+02
6.96           	bottom	1.46932936e+02	2.13573415e+03	1.15082001e+03
6.96           	top	0.00000000e+00	2.35201232e+02	2.72520214e+01
6.96           	front	4.78248185e+01	2.56424431e+03	4.15193780e+02
6.98           	left	9.57848999e+01	2.10303541e+03	5.86776428e+02
6.98           	right	4.79150129e+01	9.26683225e+02	2.16928556e+02
6.98           	stlSurface	1.29609266e+02	1.05083769e+03	4.41857464e+02
6.98           	back	5.20625769e+01	2.54832828e+03	4.17556222e+02
6.98           	bottom	1.43865623e+02	2.13663737e+03	1.14778489e+03
6.98           	top	0.00000000e+00	2.16656464e+02	2.67455807e+01
6.98           	front	4.75985775e+01	2.52852303e+03	4.14843856e+02
7              	left	9.48386976e+01	2.07633522e+03	5.79644771e+02
7              	right	4.76964273e+01	9.21910023e+02	2.15893431e+02
7              	stlSurface	1.26956683e+02	1.03668342e+03	4.36972644e+02
7              	back	5.18381547e+01	2.51433492e+03	4.17063268e+02
7              	bottom	1.40921270e+02	2.13565016e+03	1.14489965e+03
7              	top	0.00000000e+00	2.00818015e+02	2.60571734e+01
7              	front	4.73814355e+01	2.49482425e+03	4.14443920e+02
7.02           	left	9.39128929e+01	2.05266289e+03	5.72016372e+02
7.02           	right	4.76927482e+01	9.16895122e+02	2.14862854e+02
7.02           	stlSurface	1.24420717e+02	1.02220575e+03	4.32337474e+02
7.02           	back	5.16178491e+01	2.47807389e+03	4.16396351e+02
7.02           	bottom	1.38106303e+02	2.13570681e+03	1.14215134e+03
7.02           	top	0.00000000e+00	1.90671046e+02	2.51738482e+01
7.02           	front	4.73777807e+01	2.45874796e+03	4.13820174e+02
7.04           	left	9.30080064e+01	2.03050378e+03	5.63672642e+02
7.04           	right	4.94975610e+01	9.11652810e+02	2.13840798e+02
7.04           	stlSurface	1.22009402e+02	1.00739498e+03	4.28014045e+02
7.04           	back	5.14015902e+01	2.44352643e+03	4.16017329e+02
7.04           	bottom	1.35429757e+02	2.13878664e+03	1.13952619e+03
7.04           	top	0.00000000e+00	1.96925265e+02	2.41664671e+01
7.04           	front	4.91706743e+01	2.42203193e+03	4.13263443e+02
7.06           	left	9.20854629e+01	2.00852218e+03	5.54291105e+02
7.06           	right	5.02399763e+01	9.06207947e+02	2.12831803e+02
7.06           	stlSurface	1.19724328e+02	9.92238246e+02	4.24055671e+02
7.06           	back	5.11885364e+01	2.41062597e+03	4.15882196e+02
7.06           	bottom	1.32893338e+02	2.14008258e+03	1.13700838e+03
7.06           	top	0.00000000e+00	1.89645125e+02	2.21723567e+01
7.06           	front	4.99083519e+01	2.38888122e+03	4.13266280e+02
7.08           	left	9.11841590e+01	1.98670380e+03	5.43396919e+02
7.08           	right	4.98709058e+01	9.00587180e+02	2.11840964e+02
7.08           	stlSurface	1.17559537e+02	9.76737295e+02	4.20490322e+02
7.08           	back	5.08978438e+01	2.37829348e+03	4.15596824e+02
7.08           	bottom	1.30490432e+02	2.13976521e+03	1.13458501e+03
7.08           	top	0.00000000e+00	1.89130000e+02	2.16586944e+01
7.08           	front	4.95417176e+01	2.35636852e+03	4.13094180e+02
7.1            	left	9.03060701e+01	1.96500638e+03	5.30490744e+02
7.1            	right	4.95124162e+01	8.94816859e+02	2.10871382e+02
7.1            	stlSurface	1.15510480e+02	9.60903266e+02	4.17320767e+02
7.1            	back	5.05996182e+01	2.35016630e+03	4.15136712e+02
7.1            	bottom	1.28215990e+02	2.13798624e+03	1.13223906e+03
7.1            	top	0.00000000e+00	1.88588865e+02	2.16509903e+01
7.1            	front	4.91855944e+01	2.32976545e+03	4.12710887e+02
7.12           	left	8.94513881e+01	1.94322159e+03	5.17836306e+02
7.12           	right	4.91632741e+01	8.88925644e+02	2.09923636e+02
7.12           	stlSurface	1.13575959e+02	9.44850675e+02	4.14536726e+02
7.12           	back	5.03096490e+01	2.33504361e+03	4.15350830e+02
7.12           	bottom	1.26068682e+02	2.13487821e+03	1.12996117e+03
7.12           	top	0.00000000e+00	1.88076528e+02	2.18238733e+01
7.12           	front	4.88387568e+01	2.31521194e+03	4.12883661e+02
7.14           	left	8.86201893e+01	1.92228317e+03	5.07019533e+02
7.14           	right	4.88216520e+01	8.82943971e+02	2.08998999e+02
7.14           	stlSurface	1.11750764e+02	9.28796693e+02	4.12119395e+02
7.14           	back	5.00268003e+01	2.32355823e+03	4.15150291e+02
7.14           	bottom	1.24042725e+02	2.13055505e+03	1.12774229e+03
7.14           	top	0.00000000e+00	1.87611085e+02	2.16614804e+01
7.14           	front	4.84993897e+01	2.30388865e+03	4.12806242e+02
7.16           	left	8.78122264e+01	1.90192947e+03	4.96579544e+02
7.16           	right	4.84848107e+01	8.76900977e+02	2.08097169e+02
7.16           	stlSurface	1.10027848e+02	9.13090284e+02	4.10037213e+02
7.16           	back	4.97492712e+01	2.31271767e+03	4.14830184e+02
7.16           	bottom	1.22130299e+02	2.12528299e+03	1.12557518e+03
7.16           	top	0.00000000e+00	1.87208120e+02	2.19044843e+01
7.16           	front	4.81647718e+01	2.29321749e+03	4.12570329e+02
7.18           	left	8.70269595e+01	1.88182064e+03	4.86042906e+02
7.18           	right	4.81582338e+01	8.70824301e+02	2.07218033e+02
7.18           	stlSurface	1.08398788e+02	8.98136244e+02	4.08254610e+02
7.18           	back	4.94745757e+01	2.30094549e+03	4.14708963e+02
7.18           	bottom	1.20322051e+02	2.12283466e+03	1.12345443e+03
7.18           	top	0.00000000e+00	1.86863161e+02	2.17642012e+01
7.18           	front	4.78403506e+01	2.28158501e+03	4.12367195e+02
7.2            	left	8.62636933e+01	1.86201770e+03	4.76137367e+02
7.2            	right	4.78412531e+01	8.64735734e+02	2.06364903e+02
7.2            	stlSurface	1.06856037e+02	8.93912552e+02	4.06736495e+02
7.2            	back	4.91998137e+01	2.28807869e+03	4.14207882e+02
7.2            	bottom	1.18609607e+02	2.11904555e+03	1.12137483e+03
7.2            	top	0.00000000e+00	1.86587119e+02	2.21166021e+01
7.2            	front	4.75254622e+01	2.26993877e+03	4.11915151e+02
7.22           	left	8.55216199e+01	1.84258266e+03	4.64833662e+02
7.22           	right	4.75382244e+01	8.58646714e+02	2.05540352e+02
7.22           	stlSurface	1.05390897e+02	8.94331454e+02	4.05446400e+02
7.22           	back	4.89220699e+01	2.27758892e+03	4.12874039e+02
7.22           	bottom	1.16983309e+02	2.11399148e+03	1.11933290e+03
7.22           	top	0.00000000e+00	1.86385754e+02	2.19077830e+01
7.22           	front	4.72244338e+01	2.25984096e+03	4.10423722e+02
7.24           	left	8.47997974e+01	1.82359933e+03	4.53865505e+02
7.24           	right	4.72830982e+01	8.52575772e+02	2.04747133e+02
7.24           	stlSurface	1.03993939e+02	8.94734402e+02	4.04348495e+02
7.24           	back	4.86394179e+01	2.26484464e+03	4.10192785e+02
