# y+ ()        
# Time         	patch          	min            	max            	average        
3.1            	right	6.22488275e+01	4.87349449e+03	3.65831610e+02
3.1            	stlSurface	8.47154456e+01	1.39338865e+03	6.24567782e+02
3.1            	back	6.20111473e+01	4.04109360e+03	7.24545876e+02
3.1            	bottom	9.40337117e+01	3.33025819e+03	1.92646530e+03
3.1            	top	0.00000000e+00	3.05458226e+02	5.96692181e+01
3.1            	front	6.18397166e+01	4.01496014e+03	7.23447217e+02
3.12           	left	1.22834874e+02	2.18290137e+03	6.88792279e+02
3.12           	right	6.29162486e+01	5.51480210e+03	5.13627621e+02
3.12           	stlSurface	8.36048748e+01	1.39213938e+03	6.22530582e+02
3.12           	back	6.26775759e+01	4.02389110e+03	7.21553102e+02
3.12           	bottom	9.28009839e+01	3.32371113e+03	1.93524180e+03
3.12           	top	0.00000000e+00	2.98427767e+02	6.00382299e+01
3.12           	front	6.25029375e+01	3.99570907e+03	7.21682011e+02
3.14           	left	1.21280178e+02	2.15411363e+03	6.75526564e+02
3.14           	right	6.37133161e+01	5.99654753e+03	7.14066688e+02
3.14           	stlSurface	8.26028252e+01	1.39076747e+03	6.20562542e+02
3.14           	back	6.34199062e+01	4.00610906e+03	7.16751217e+02
3.14           	bottom	9.16887139e+01	3.31716677e+03	1.94405644e+03
3.14           	top	0.00000000e+00	3.33383592e+02	6.01827411e+01
3.14           	front	6.32949596e+01	3.97359661e+03	7.17574612e+02
3.16           	left	1.19769232e+02	2.12585075e+03	6.56196919e+02
3.16           	right	6.47159990e+01	6.69045193e+03	9.65126400e+02
3.16           	stlSurface	8.17165578e+01	1.38905118e+03	6.18630767e+02
3.16           	back	6.43754240e+01	3.97390148e+03	7.12716492e+02
3.16           	bottom	9.07049616e+01	3.31095395e+03	1.95260022e+03
3.16           	top	0.00000000e+00	3.26682935e+02	5.97232342e+01
3.16           	front	6.42911822e+01	3.94076657e+03	7.14885399e+02
3.18           	left	1.18300846e+02	2.09809111e+03	6.23550504e+02
3.18           	right	6.57078605e+01	7.22772522e+03	1.29808120e+03
3.18           	stlSurface	8.09548240e+01	1.38685714e+03	6.16699008e+02
3.18           	back	6.53701980e+01	3.96389868e+03	7.13056514e+02
3.18           	bottom	8.98594411e+01	3.30510801e+03	1.96038090e+03
3.18           	top	0.00000000e+00	3.20472739e+02	5.89383529e+01
3.18           	front	6.52765328e+01	3.90727893e+03	7.14405656e+02
3.2            	left	1.16874098e+02	2.07082523e+03	5.89167550e+02
3.2            	right	6.66298242e+01	7.25067198e+03	1.50923098e+03
3.2            	stlSurface	8.03333263e+01	1.38420959e+03	6.14739949e+02
3.2            	back	6.62285682e+01	3.93207684e+03	7.15971208e+02
3.2            	bottom	8.91695817e+01	3.29910946e+03	1.96696899e+03
3.2            	top	0.00000000e+00	3.14734568e+02	6.00700060e+01
3.2            	front	6.61925123e+01	3.87440030e+03	7.15361576e+02
3.22           	left	1.15487574e+02	2.04590552e+03	5.72097082e+02
3.22           	right	6.79979575e+01	7.39997413e+03	1.70927939e+03
3.22           	stlSurface	7.98591009e+01	1.38123133e+03	6.12741269e+02
3.22           	back	6.75637135e+01	4.03056617e+03	7.17569444e+02
3.22           	bottom	8.86431940e+01	3.29144268e+03	1.97228695e+03
3.22           	top	0.00000000e+00	3.09451595e+02	5.97891079e+01
3.22           	front	6.75517333e+01	4.01944391e+03	7.17356847e+02
3.24           	left	1.14139548e+02	2.02272182e+03	5.66705941e+02
3.24           	right	6.88556652e+01	7.52518523e+03	1.85775609e+03
3.24           	stlSurface	7.95394964e+01	1.37801517e+03	6.10684108e+02
3.24           	back	6.84038124e+01	4.17063440e+03	7.15569234e+02
3.24           	bottom	8.82884346e+01	3.28208395e+03	1.97634292e+03
3.24           	top	0.00000000e+00	3.04582704e+02	5.90667610e+01
3.24           	front	6.85452819e+01	4.16717355e+03	7.15322720e+02
3.26           	left	1.12828976e+02	1.99986923e+03	5.61404451e+02
3.26           	right	7.00455821e+01	7.23609593e+03	2.06180456e+03
3.26           	stlSurface	7.93823830e+01	1.37465612e+03	6.08556244e+02
3.26           	back	6.95859437e+01	4.10804450e+03	7.16436538e+02
3.26           	bottom	8.81140395e+01	3.27158630e+03	1.97918739e+03
3.26           	top	0.00000000e+00	3.00084709e+02	6.06275930e+01
3.26           	front	6.96963435e+01	4.13220464e+03	7.16020298e+02
3.28           	left	1.11554743e+02	1.97732411e+03	5.56163920e+02
3.28           	right	7.08678217e+01	7.20875159e+03	2.14072137e+03
3.28           	stlSurface	7.93970317e+01	1.37115765e+03	6.06347685e+02
3.28           	back	7.04027878e+01	3.98104770e+03	7.14212976e+02
3.28           	bottom	8.81302995e+01	3.25835907e+03	1.98090089e+03
3.28           	top	0.00000000e+00	2.95762244e+02	6.02711814e+01
3.28           	front	7.07883944e+01	4.02541365e+03	7.13764438e+02
3.3            	left	1.10315719e+02	1.95508073e+03	5.50990815e+02
3.3            	right	7.25662679e+01	6.99726738e+03	2.26490543e+03
3.3            	stlSurface	7.95922121e+01	1.36764409e+03	6.04051397e+02
3.3            	back	7.20900888e+01	3.93659158e+03	7.14766629e+02
3.3            	bottom	8.83469488e+01	3.24343099e+03	1.98154602e+03
3.3            	top	0.00000000e+00	2.90877454e+02	5.91374185e+01
3.3            	front	7.29946367e+01	3.99261866e+03	7.13803808e+02
3.32           	left	1.09110782e+02	1.93308931e+03	5.45894345e+02
3.32           	right	7.53155612e+01	6.89176758e+03	2.33178366e+03
3.32           	stlSurface	7.99765587e+01	1.36420171e+03	6.01661378e+02
3.32           	back	7.48213413e+01	3.91986656e+03	7.12455257e+02
3.32           	bottom	8.87735715e+01	3.22700534e+03	1.98111866e+03
3.32           	top	0.00000000e+00	2.85624913e+02	5.81635899e+01
3.32           	front	7.64923150e+01	4.01395457e+03	7.12099946e+02
3.34           	left	1.07938780e+02	1.92969426e+03	5.40880475e+02
3.34           	right	7.91843649e+01	6.63329974e+03	2.39603773e+03
3.34           	stlSurface	8.05578729e+01	1.36089950e+03	5.99175687e+02
3.34           	back	7.86647579e+01	3.84621655e+03	7.11261203e+02
3.34           	bottom	8.94188273e+01	3.20682282e+03	1.97963415e+03
3.34           	top	0.00000000e+00	2.80213590e+02	5.97176445e+01
3.34           	front	8.12350939e+01	3.94243500e+03	7.10971277e+02
3.36           	left	1.06798573e+02	1.92922142e+03	5.35957605e+02
3.36           	right	8.41864296e+01	6.40461030e+03	2.41861725e+03
3.36           	stlSurface	8.13430403e+01	1.35794047e+03	5.96602865e+02
3.36           	back	8.36339991e+01	3.75950950e+03	7.08012546e+02
3.36           	bottom	9.02903591e+01	3.18622284e+03	1.97713149e+03
3.36           	top	0.00000000e+00	2.74771113e+02	5.87966999e+01
3.36           	front	8.69799714e+01	3.84567917e+03	7.08011533e+02
3.38           	left	1.05689141e+02	1.93005702e+03	5.31132969e+02
3.38           	right	9.04480247e+01	6.19947305e+03	2.43306045e+03
3.38           	stlSurface	8.23384694e+01	1.35554697e+03	5.93955774e+02
3.38           	back	8.75851481e+01	3.69638286e+03	7.03690513e+02
3.38           	bottom	9.13952803e+01	3.16356543e+03	1.97366440e+03
3.38           	top	0.00000000e+00	2.69384648e+02	5.80276283e+01
3.38           	front	8.75303875e+01	3.77527982e+03	7.03878921e+02
3.4            	left	1.04609433e+02	1.93174728e+03	5.26412775e+02
3.4            	right	9.83610602e+01	5.96520295e+03	2.43665456e+03
3.4            	stlSurface	8.35500770e+01	1.35386242e+03	5.91257904e+02
3.4            	back	8.71957924e+01	3.69269898e+03	6.99314956e+02
3.4            	bottom	9.27401586e+01	3.13828591e+03	1.96929308e+03
3.4            	top	0.00000000e+00	2.64119952e+02	5.52451594e+01
3.4            	front	8.71572081e+01	3.76985832e+03	6.99855240e+02
3.42           	left	1.03558388e+02	1.93376850e+03	5.21793753e+02
3.42           	right	1.08448681e+02	5.72338336e+03	2.41218110e+03
3.42           	stlSurface	8.49819371e+01	1.35320176e+03	5.88550866e+02
3.42           	back	8.68157934e+01	3.64843376e+03	6.97189834e+02
3.42           	bottom	9.43295160e+01	3.11108758e+03	1.96407871e+03
3.42           	top	0.00000000e+00	2.59005210e+02	5.46792216e+01
3.42           	front	8.67792928e+01	3.71497136e+03	6.97815870e+02
3.44           	left	1.02535085e+02	1.93541162e+03	5.17273161e+02
3.44           	right	1.18087594e+02	5.49763868e+03	2.37724967e+03
3.44           	stlSurface	8.66361598e+01	1.35412124e+03	5.85880759e+02
3.44           	back	8.64470459e+01	3.58612695e+03	6.94405149e+02
3.44           	bottom	9.61656947e+01	3.08253203e+03	1.95808301e+03
3.44           	top	0.00000000e+00	2.54043286e+02	5.41766987e+01
3.44           	front	8.64120228e+01	3.64282099e+03	6.94957400e+02
3.46           	left	1.01538775e+02	1.93589047e+03	5.12840896e+02
3.46           	right	1.28156714e+02	5.29100372e+03	2.33005509e+03
3.46           	stlSurface	8.85125396e+01	1.35701555e+03	5.83282405e+02
3.46           	back	8.60919352e+01	3.51943431e+03	6.90773466e+02
3.46           	bottom	9.82484667e+01	3.05305348e+03	1.95136623e+03
3.46           	top	0.00000000e+00	2.49211895e+02	5.17555351e+01
3.46           	front	8.60577956e+01	3.57947999e+03	6.91507846e+02
3.48           	left	1.00568581e+02	1.93432197e+03	5.08481905e+02
3.48           	right	1.39391666e+02	5.11043757e+03	2.26619470e+03
3.48           	stlSurface	9.06074769e+01	1.36186188e+03	5.80778323e+02
3.48           	back	8.57526662e+01	3.47196476e+03	6.86501269e+02
3.48           	bottom	1.00573836e+02	3.02297074e+03	1.94400533e+03
3.48           	top	0.00000000e+00	4.86263969e+02	5.29230714e+01
3.48           	front	8.57189055e+01	3.52871497e+03	6.88002197e+02
3.5            	left	9.96236373e+01	1.92974527e+03	5.04175988e+02
3.5            	right	1.51041036e+02	5.01526920e+03	2.18832814e+03
3.5            	stlSurface	9.29144295e+01	1.36832960e+03	5.78382362e+02
3.5            	back	8.54313580e+01	3.41159388e+03	6.84284024e+02
3.5            	bottom	1.03134542e+02	2.99298027e+03	1.93608590e+03
3.5            	top	0.00000000e+00	4.73089411e+02	5.44811702e+01
3.5            	front	8.53975447e+01	3.45981784e+03	6.84568734e+02
3.52           	left	9.87037116e+01	1.92109505e+03	4.99896050e+02
3.52           	right	1.62177264e+02	4.97217565e+03	2.12218125e+03
3.52           	stlSurface	9.54237577e+01	1.37569498e+03	5.76097486e+02
3.52           	back	8.51295868e+01	3.40144121e+03	6.80421410e+02
3.52           	bottom	1.05919883e+02	2.98170884e+03	1.92767079e+03
3.52           	top	0.00000000e+00	5.02784222e+02	5.73170297e+01
3.52           	front	8.50954635e+01	3.41799824e+03	6.79561301e+02
3.54           	left	9.78084388e+01	1.90722165e+03	4.95609103e+02
3.54           	right	1.72116896e+02	4.99867628e+03	2.07161736e+03
3.54           	stlSurface	9.81215337e+01	1.38314568e+03	5.73913635e+02
3.54           	back	8.48476814e+01	3.39806158e+03	6.77993030e+02
3.54           	bottom	1.08914401e+02	2.97038618e+03	1.91881356e+03
3.54           	top	0.00000000e+00	4.77875156e+02	5.63627437e+01
3.54           	front	8.48135325e+01	3.40951561e+03	6.76811851e+02
3.56           	left	9.69372844e+01	1.88691754e+03	4.91274966e+02
3.56           	right	1.80552686e+02	5.02724729e+03	2.04134842e+03
3.56           	stlSurface	1.00989330e+02	1.39024736e+03	5.71817915e+02
3.56           	back	8.45847857e+01	3.41344656e+03	6.76645866e+02
3.56           	bottom	1.12097640e+02	2.95820239e+03	1.90955691e+03
3.56           	top	0.00000000e+00	5.63389408e+02	6.11804609e+01
3.56           	front	8.45509179e+01	3.41697281e+03	6.76409175e+02
3.58           	left	9.60383856e+01	1.85886495e+03	4.86843907e+02
3.58           	right	1.87364583e+02	4.94717002e+03	1.98140722e+03
3.58           	stlSurface	1.04004508e+02	1.39689152e+03	5.69809106e+02
3.58           	back	8.43401068e+01	3.38146353e+03	6.69426124e+02
3.58           	bottom	1.15444472e+02	2.94486986e+03	1.89994363e+03
3.58           	top	0.00000000e+00	4.98381341e+02	6.00915427e+01
3.58           	front	8.43066969e+01	3.38007820e+03	6.71318825e+02
3.6            	left	9.50988110e+01	1.82206810e+03	4.82255423e+02
3.6            	right	1.92727110e+02	4.84045784e+03	1.87064357e+03
3.6            	stlSurface	1.07138371e+02	1.40381393e+03	5.67927264e+02
3.6            	back	8.41127578e+01	3.49330509e+03	6.62226074e+02
3.6            	bottom	1.18923044e+02	2.93047402e+03	1.89000646e+03
3.6            	top	0.00000000e+00	5.77330806e+02	5.95615456e+01
3.6            	front	8.40799897e+01	3.50414868e+03	6.63410813e+02
3.62           	left	9.41799301e+01	1.77552511e+03	4.77432130e+02
3.62           	right	1.96870708e+02	4.93103436e+03	1.78711555e+03
3.62           	stlSurface	1.10359793e+02	1.41109750e+03	5.66232875e+02
3.62           	back	8.39015500e+01	3.49045289e+03	6.56485369e+02
3.62           	bottom	1.22498806e+02	2.91575723e+03	1.87977755e+03
3.62           	top	0.00000000e+00	5.37854735e+02	5.96197376e+01
3.62           	front	8.38694926e+01	3.50554033e+03	6.56239359e+02
3.64           	left	9.32811285e+01	1.71714116e+03	4.72262710e+02
3.64           	right	1.99902372e+02	4.87826956e+03	1.76909238e+03
3.64           	stlSurface	1.13636480e+02	1.41707306e+03	5.64678946e+02
3.64           	back	8.37068178e+01	3.56604654e+03	6.46307780e+02
3.64           	bottom	1.26135912e+02	2.89982521e+03	1.86929737e+03
3.64           	top	0.00000000e+00	6.00995477e+02	5.74596884e+01
3.64           	front	8.36755765e+01	3.56142751e+03	6.45962347e+02
3.66           	left	9.24018357e+01	1.66804936e+03	4.66575618e+02
3.66           	right	1.98137766e+02	4.73535351e+03	1.73103406e+03
3.66           	stlSurface	1.16934248e+02	1.41998992e+03	5.63108950e+02
3.66           	back	8.35288795e+01	3.56618658e+03	6.33887910e+02
3.66           	bottom	1.29796418e+02	2.88272256e+03	1.85864288e+03
3.66           	top	0.00000000e+00	5.83900708e+02	5.64251098e+01
3.66           	front	8.34986299e+01	3.57601346e+03	6.35560653e+02
3.68           	left	9.15414947e+01	1.61507463e+03	4.60081078e+02
3.68           	right	1.93689676e+02	4.68102762e+03	1.61103035e+03
3.68           	stlSurface	1.20217398e+02	1.41956180e+03	5.61389228e+02
3.68           	back	8.33686305e+01	3.61146494e+03	6.21892502e+02
3.68           	bottom	1.33440697e+02	2.86452445e+03	1.84787348e+03
3.68           	top	0.00000000e+00	5.52090688e+02	5.41053275e+01
3.68           	front	8.33395243e+01	3.59480731e+03	6.26504046e+02
3.7            	left	9.06995666e+01	1.56986425e+03	4.52209629e+02
3.7            	right	1.89572325e+02	4.57269144e+03	1.54421943e+03
3.7            	stlSurface	1.23449551e+02	1.41631634e+03	5.59461226e+02
3.7            	back	8.32261726e+01	3.60618840e+03	6.12737992e+02
3.7            	bottom	1.37028371e+02	2.84540719e+03	1.83701406e+03
3.7            	top	0.00000000e+00	5.24364597e+02	5.34091465e+01
3.7            	front	8.31983927e+01	3.60914616e+03	6.16493520e+02
3.72           	left	8.98755683e+01	1.56034487e+03	4.41585755e+02
3.72           	right	1.85777088e+02	4.40656088e+03	1.50126557e+03
3.72           	stlSurface	1.26596634e+02	1.41084570e+03	5.57329988e+02
3.72           	back	8.31029409e+01	3.63014277e+03	6.07838935e+02
3.72           	bottom	1.40521617e+02	2.82561137e+03	1.82608045e+03
3.72           	top	0.00000000e+00	4.99242991e+02	5.22219362e+01
3.72           	front	8.30767041e+01	3.60118387e+03	6.09769732e+02
3.74           	left	8.90690345e+01	1.54998136e+03	4.24755405e+02
3.74           	right	1.82279819e+02	4.40786080e+03	1.45076731e+03
3.74           	stlSurface	1.29627561e+02	1.40395494e+03	5.55037616e+02
3.74           	back	8.29990484e+01	3.64553282e+03	6.06652815e+02
3.74           	bottom	1.43885931e+02	2.80488298e+03	1.81509711e+03
3.74           	top	0.00000000e+00	4.76877429e+02	5.09558260e+01
3.74           	front	8.29746431e+01	3.63705214e+03	6.08781679e+02
3.76           	left	8.82795467e+01	1.53902392e+03	4.16064014e+02
3.76           	right	1.79048130e+02	4.39058440e+03	1.41381483e+03
3.76           	stlSurface	1.32515049e+02	1.39664685e+03	5.52642164e+02
3.76           	back	8.29155635e+01	3.65147241e+03	6.03181414e+02
3.76           	bottom	1.46815106e+02	2.78333988e+03	1.80410340e+03
3.76           	top	0.00000000e+00	5.37652080e+02	5.05440899e+01
3.76           	front	8.28932612e+01	3.61273786e+03	6.05520895e+02
3.78           	left	8.75065173e+01	1.52777435e+03	4.10206596e+02
3.78           	right	1.76054853e+02	4.27261644e+03	1.35920049e+03
3.78           	stlSurface	1.33592748e+02	1.38947499e+03	5.50206778e+02
3.78           	back	8.28529858e+01	3.72321326e+03	6.02175477e+02
3.78           	bottom	1.47602374e+02	2.76123453e+03	1.79314199e+03
3.78           	top	0.00000000e+00	5.06568463e+02	5.00158112e+01
3.78           	front	8.28331856e+01	3.70667895e+03	6.04685182e+02
3.8            	left	8.67493542e+01	1.51660203e+03	4.03504017e+02
3.8            	right	1.73281378e+02	3.89223251e+03	1.28783154e+03
3.8            	stlSurface	1.34317921e+02	1.38215751e+03	5.47793013e+02
3.8            	back	8.27443219e+01	3.69660117e+03	5.98390905e+02
3.8            	bottom	1.48403595e+02	2.73930902e+03	1.78222868e+03
3.8            	top	0.00000000e+00	4.80226120e+02	4.94904593e+01
3.8            	front	8.27467720e+01	3.68123540e+03	6.00452602e+02
3.82           	left	8.60075243e+01	1.50822429e+03	3.98357218e+02
3.82           	right	1.70713071e+02	3.79088615e+03	1.24846685e+03
3.82           	stlSurface	1.35054410e+02	1.37417949e+03	5.45450816e+02
3.82           	back	8.26254694e+01	3.80366634e+03	5.98263347e+02
3.82           	bottom	1.49217319e+02	2.71757536e+03	1.77137330e+03
3.82           	top	0.00000000e+00	4.57484624e+02	4.85293617e+01
3.82           	front	8.26273108e+01	3.78597826e+03	5.99653278e+02
3.84           	left	8.52806134e+01	1.50089982e+03	3.92634180e+02
3.84           	right	1.68024618e+02	3.77167813e+03	1.20652858e+03
3.84           	stlSurface	1.35799299e+02	1.36630879e+03	5.43215987e+02
3.84           	back	8.25160817e+01	3.80526482e+03	5.96292412e+02
3.84           	bottom	1.50040323e+02	2.69602162e+03	1.76059133e+03
3.84           	top	0.00000000e+00	4.37668507e+02	4.85225987e+01
3.84           	front	8.25174598e+01	3.78923701e+03	5.97694628e+02
3.86           	left	8.45681717e+01	1.49474324e+03	3.85804146e+02
3.86           	right	1.65106085e+02	3.75914776e+03	1.18617148e+03
3.86           	stlSurface	1.36558962e+02	1.35935765e+03	5.41124802e+02
